id;message;category
1037;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je vous remercie pour votre compréhension et votre réactivité.;autre
1038;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
1039;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Merci d’avance pour votre retour.;autre
1040;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Merci d’avance pour votre retour.;problème technique
1041;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. N'hésitez pas à me contacter pour plus de détails.;autre
1042;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Je suis joignable à tout moment si besoin.;réclamation
1043;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? N'hésitez pas à me contacter pour plus de détails.;question produit
1044;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Je suis joignable à tout moment si besoin.;problème technique
1045;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je suis joignable à tout moment si besoin.;autre
1046;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Merci d’avance pour votre retour.;autre
1047;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1048;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. N'hésitez pas à me contacter pour plus de détails.;problème technique
1049;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Votre aide serait très appréciée.;réclamation
1050;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Veuillez me répondre dès que possible, c’est assez urgent.;autre
1051;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. N'hésitez pas à me contacter pour plus de détails.;question produit
1052;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1053;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Votre aide serait très appréciée.;problème technique
1054;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Merci d’avance pour votre retour.;réclamation
1055;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Je suis joignable à tout moment si besoin.;problème technique
1056;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. N'hésitez pas à me contacter pour plus de détails.;réclamation
1057;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Merci d’avance pour votre retour.;problème technique
1058;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je vous remercie pour votre compréhension et votre réactivité.;autre
1059;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. N'hésitez pas à me contacter pour plus de détails.;problème technique
1060;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1061;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Votre aide serait très appréciée.;problème technique
1062;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1063;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Votre aide serait très appréciée.;autre
1064;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Je vous remercie pour votre compréhension et votre réactivité.;réclamation
1065;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Merci d’avance pour votre retour.;question produit
1066;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Merci d’avance pour votre retour.;autre
1067;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
1068;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne.;problème technique
1069;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Votre aide serait très appréciée.;question produit
1070;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
1071;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ?;question produit
1072;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1073;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je suis joignable à tout moment si besoin.;problème technique
1074;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante.;réclamation
1075;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Merci d’avance pour votre retour.;question produit
1076;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? Votre aide serait très appréciée.;autre
1077;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1078;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1079;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je suis joignable à tout moment si besoin.;problème technique
1080;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Votre aide serait très appréciée.;problème technique
1081;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
1082;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Merci d’avance pour votre retour.;problème technique
1083;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement. Votre aide serait très appréciée.;réclamation
1084;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Veuillez me répondre dès que possible, c’est assez urgent.;autre
1085;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
1086;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? Merci d’avance pour votre retour.;autre
1087;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Merci d’avance pour votre retour.;réclamation
1088;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande.;problème technique
1089;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Votre aide serait très appréciée.;autre
1090;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Merci d’avance pour votre retour.;problème technique
1091;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;problème technique
1092;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1093;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Votre aide serait très appréciée.;autre
1094;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Je vous remercie pour votre compréhension et votre réactivité.;question produit
1095;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble.;question produit
1096;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Je suis joignable à tout moment si besoin.;problème technique
1097;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1098;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement.;réclamation
1099;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ?;autre
1100;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je suis joignable à tout moment si besoin.;autre
1101;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je vous remercie pour votre compréhension et votre réactivité.;autre
1102;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. N'hésitez pas à me contacter pour plus de détails.;réclamation
1103;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Votre aide serait très appréciée.;réclamation
1104;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Merci d’avance pour votre retour.;réclamation
1105;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;problème technique
1106;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Merci d’avance pour votre retour.;problème technique
1107;Proposez-vous ce modèle dans d'autres coloris, notamment en bleu nuit ou vert foncé ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1108;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1109;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1110;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Merci d’avance pour votre retour.;problème technique
1111;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;problème technique
1112;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? N'hésitez pas à me contacter pour plus de détails.;question produit
1113;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je suis joignable à tout moment si besoin.;problème technique
1114;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je suis joignable à tout moment si besoin.;autre
1115;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1116;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Votre aide serait très appréciée.;question produit
1117;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1118;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais.;réclamation
1119;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Merci d’avance pour votre retour.;question produit
1120;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. N'hésitez pas à me contacter pour plus de détails.;réclamation
1121;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1122;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
1123;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1124;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
1125;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Votre aide serait très appréciée.;autre
1126;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je suis joignable à tout moment si besoin.;problème technique
1127;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Je vous remercie pour votre compréhension et votre réactivité.;réclamation
1128;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Merci d’avance pour votre retour.;autre
1129;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Merci d’avance pour votre retour.;réclamation
1130;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Je suis joignable à tout moment si besoin.;problème technique
1131;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je vous remercie pour votre compréhension et votre réactivité.;autre
1132;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
1133;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? N'hésitez pas à me contacter pour plus de détails.;autre
1134;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. N'hésitez pas à me contacter pour plus de détails.;autre
1135;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
1136;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. N'hésitez pas à me contacter pour plus de détails.;problème technique
1137;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je suis joignable à tout moment si besoin.;problème technique
1138;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
1139;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ?;question produit
1140;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1141;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1142;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Votre aide serait très appréciée.;question produit
1143;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Votre aide serait très appréciée.;question produit
1144;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1145;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Votre aide serait très appréciée.;problème technique
1146;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. N'hésitez pas à me contacter pour plus de détails.;réclamation
1147;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? N'hésitez pas à me contacter pour plus de détails.;question produit
1148;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je suis joignable à tout moment si besoin.;autre
1149;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Merci d’avance pour votre retour.;question produit
1150;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1151;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. N'hésitez pas à me contacter pour plus de détails.;autre
1152;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1153;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Je suis joignable à tout moment si besoin.;question produit
1154;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Merci d’avance pour votre retour.;réclamation
1155;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Je suis joignable à tout moment si besoin.;autre
1156;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? N'hésitez pas à me contacter pour plus de détails.;question produit
1157;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. N'hésitez pas à me contacter pour plus de détails.;question produit
1158;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? N'hésitez pas à me contacter pour plus de détails.;question produit
1159;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Merci d’avance pour votre retour.;réclamation
1160;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? N'hésitez pas à me contacter pour plus de détails.;autre
1161;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. N'hésitez pas à me contacter pour plus de détails.;problème technique
1162;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? N'hésitez pas à me contacter pour plus de détails.;question produit
1163;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Merci d’avance pour votre retour.;autre
1164;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? N'hésitez pas à me contacter pour plus de détails.;autre
1165;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. N'hésitez pas à me contacter pour plus de détails.;problème technique
1166;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation.;réclamation
1167;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas.;problème technique
1168;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Votre aide serait très appréciée.;autre
1169;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je suis joignable à tout moment si besoin.;autre
1170;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement. Je suis joignable à tout moment si besoin.;réclamation
1171;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1172;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
1173;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. Merci d’avance pour votre retour.;réclamation
1174;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation.;problème technique
1175;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
1176;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1177;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Je suis joignable à tout moment si besoin.;problème technique
1178;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1179;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1180;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Je suis joignable à tout moment si besoin.;autre
1181;Proposez-vous ce modèle dans d'autres coloris, notamment en bleu nuit ou vert foncé ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1182;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Merci d’avance pour votre retour.;autre
1183;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1184;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Veuillez me répondre dès que possible, c’est assez urgent.;autre
1185;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? N'hésitez pas à me contacter pour plus de détails.;autre
1186;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Je vous remercie pour votre compréhension et votre réactivité.;question produit
1187;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Merci d’avance pour votre retour.;question produit
1188;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je suis joignable à tout moment si besoin.;problème technique
1189;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Votre aide serait très appréciée.;réclamation
1190;Proposez-vous ce modèle dans d'autres coloris, notamment en bleu nuit ou vert foncé ? Merci d’avance pour votre retour.;question produit
1191;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. N'hésitez pas à me contacter pour plus de détails.;réclamation
1192;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande.;problème technique
1193;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif.;autre
1194;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Votre aide serait très appréciée.;problème technique
1195;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je vous remercie pour votre compréhension et votre réactivité.;autre
1196;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ?;question produit
1197;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement.;réclamation
1198;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. N'hésitez pas à me contacter pour plus de détails.;question produit
1199;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1200;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;problème technique
1201;Je suis très mécontent du produit reçu, il ne correspond ni à la description ni à mes attentes. Veuillez faire le nécessaire rapidement. Merci d’avance pour votre retour.;réclamation
1202;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Merci d’avance pour votre retour.;problème technique
1203;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Merci d’avance pour votre retour.;problème technique
1204;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ?;question produit
1205;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage. Veuillez me répondre dès que possible, c’est assez urgent.;problème technique
1206;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Merci d’avance pour votre retour.;réclamation
1207;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Votre aide serait très appréciée.;réclamation
1208;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Merci d’avance pour votre retour.;réclamation
1209;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Merci d’avance pour votre retour.;question produit
1210;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. N'hésitez pas à me contacter pour plus de détails.;problème technique
1211;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
1212;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif.;autre
1213;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Veuillez me répondre dès que possible, c’est assez urgent.;autre
1214;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
1215;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ?;question produit
1216;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? Veuillez me répondre dès que possible, c’est assez urgent.;autre
1217;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? N'hésitez pas à me contacter pour plus de détails.;autre
1218;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Votre aide serait très appréciée.;réclamation
1219;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ?;autre
1220;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? N'hésitez pas à me contacter pour plus de détails.;question produit
1221;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1222;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ?;autre
1223;Est-ce que cet appareil est livré avec tous les accessoires indiqués sur la fiche produit ? Veuillez me répondre dès que possible, c’est assez urgent.;question produit
1224;Comment puis-je modifier mon adresse e-mail dans mon compte client sans perdre mon historique de commandes ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1225;Je suis influenceur et je souhaiterais discuter d’un potentiel partenariat avec votre marque. À qui puis-je m’adresser ? Je vous remercie pour votre compréhension et votre réactivité.;autre
1226;J’aimerais savoir si vous proposez des offres spéciales pour les associations à but non lucratif. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1227;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Votre aide serait très appréciée.;autre
1228;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;problème technique
1229;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1230;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Je suis joignable à tout moment si besoin.;question produit
1231;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Votre aide serait très appréciée.;question produit
1232;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;autre
1233;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
1234;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Je suis joignable à tout moment si besoin.;question produit
1235;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Je suis joignable à tout moment si besoin.;problème technique
1236;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
